"listData.baseMean";"listData.log2FoldChange";"listData.lfcSE";"listData.stat";"listData.pvalue";"listData.padj"
"ENSMUSG00000040229";130.227258574707;-0.946778708983044;0.25333974627005;-3.73718977350604;0.000186088473049327;0.0549809340005003
"ENSMUSG00000042179";93.5742319426813;9.92199805043342;2.47954534243181;4.00153926634891;6.29317488608006e-05;0.0234141067844879
"ENSMUSG00000044103";31.7266478981103;-1.8886326870464;0.489657694657154;-3.85704688735418;0.000114765154559542;0.0365991542897741
"ENSMUSG00000044594";299.015375071225;-1.5182400880444;0.313845453411922;-4.83754048860383;1.31455613079329e-06;0.00097817582310252
"ENSMUSG00000044976";29.5689304701748;1.74171191044071;0.428920450791556;4.06068749397807;4.89284264426701e-05;0.0189042503011478
"ENSMUSG00000045027";166.923510031906;-1.07355252622679;0.297566418067554;-3.60777446997755;0.000308834759602428;0.0737912614189828
"ENSMUSG00000047139";1646.06460963067;-0.7339856555091;0.204419525291378;-3.59058487423294;0.000329936768446682;0.0761926392512906
"ENSMUSG00000047759";539.032564069215;0.699682402270615;0.168521018488023;4.1518999146112;3.29726465859317e-05;0.013801113386624
"ENSMUSG00000047880";247.025053446834;-4.07441352406927;0.264238288233294;-15.4194668430186;1.2109998412147e-53;8.11006593661487e-50
"ENSMUSG00000048368";356.192903233436;0.615338550278434;0.173092052829409;3.55497863836001;0.000378009799379795;0.0799156206342164
"ENSMUSG00000053128";383.860511142342;0.633719145804064;0.177005474126431;3.58022343055567;0.000343300535151614;0.0777309091319406
"ENSMUSG00000053907";154.932588772551;2.8973859115204;0.252021965442014;11.4965610495052;1.37276585989385e-30;6.89505972278184e-27
"ENSMUSG00000054446";82.3115640215489;8.7721439785424;2.3592074555409;3.71825884067121;0.000200600670092167;0.0567643389129821
"ENSMUSG00000055116";119.153573838094;0.870156389825179;0.247181570223129;3.52031257443545;0.000431038506397226;0.0892782951755326
"ENSMUSG00000057465";8.02420814062427;-5.52764430707894;1.47450512332502;-3.74881322529017;0.000177673338526796;0.0532781349901769
"ENSMUSG00000059412";185.16414301469;-1.93993160795223;0.224473687680802;-8.64213364156419;5.51728385922444e-18;2.21695500031356e-14
"ENSMUSG00000060143";366.291561474415;-1.46377038146823;0.375392085286086;-3.89931071762658;9.64669158677947e-05;0.0328494374016926
"ENSMUSG00000062760";430.046266673384;0.656249393339713;0.17338522156363;3.78492115661011;0.000153757316738403;0.0468051250089584
"ENSMUSG00000063681";117.295522848854;-1.16811349907138;0.287256493954436;-4.06644766491045;4.77351989843288e-05;0.0188048604469441
"ENSMUSG00000063903";11.1591909206787;4.9498128076193;1.36757861549852;3.61939909817541;0.000295287922952422;0.0732423414819396
"ENSMUSG00000066975";30.0723724311873;-3.5250840766779;0.772253681440155;-4.56467111960421;5.00277993462855e-06;0.00304578338383704
"ENSMUSG00000067149";336.671374502993;-1.14759974871593;0.222336300814389;-5.16154916903994;2.44914542334183e-07;0.000258977793159793
"ENSMUSG00000067543";199.814124882616;1.5353169503864;0.253871965379934;6.0476033582074;1.47016351424726e-09;2.68518683315835e-06
"ENSMUSG00000071561";1095.66715535923;-1.5115881716358;0.25532264391714;-5.92030596442655;3.21343222712191e-09;5.38008890625886e-06
"ENSMUSG00000072476";44.0105649003739;-8.00759319386649;1.22104120949678;-6.55800404735449;5.45327295485491e-11;1.82602844893317e-07
"ENSMUSG00000072962";31.2976573830853;-1.67191730263344;0.454322902088147;-3.68001986021179;0.000233215789556385;0.0616518214207543
"ENSMUSG00000074489";9.17836004387586;-3.3948902913217;0.951520549967409;-3.56785808928454;0.000359911329694864;0.0785975926619512
"ENSMUSG00000076583";13.9943684088042;-3.36340575355275;0.866822978340202;-3.88015296963288;0.000104390790574383;0.0343822192365561
"ENSMUSG00000076609";1806.13825220658;-1.23142266989012;0.247163269788118;-4.98222357612345;6.28577476220957e-07;0.000526197919781469
"ENSMUSG00000079339";1237.37636244082;-0.958096622630837;0.250282666555941;-3.82805823437515;0.000129158201271594;0.0405455847148063
"ENSMUSG00000083116";13.5629304355393;-2.79176583024209;0.800715399016699;-3.48658940950862;0.000489221821456594;0.0982895561488443
"ENSMUSG00000086537";131.091669999296;0.967332252479607;0.244308130111097;3.95947630576077;7.51142960230531e-05;0.0265554644552354
"ENSMUSG00000087689";728.663588550622;-1.49237073012776;0.274584599892618;-5.43501249054531;5.47925940963807e-08;7.33892005326923e-05
"ENSMUSG00000089714";13.3447516887665;-3.99060001898292;0.862976491288682;-4.62422795900705;3.75996187393661e-06;0.00240226804599634
"ENSMUSG00000090015";28.7952987503084;5.75692320166987;0.946575752903155;6.08184097681918;1.18810377134196e-09;2.38701928700313e-06
"ENSMUSG00000091060";2160.46110890941;0.513927072462995;0.143780053707491;3.57439755523071;0.000351035219593478;0.0777309091319406
"ENSMUSG00000092258";2872.90766373333;0.522243165398978;0.146648019250221;3.56120163142396;0.000369161449145484;0.079750781449268
"ENSMUSG00000094694";61.0436189348678;-7.55015752353181;2.03831657362916;-3.70411427803336;0.000212130618337635;0.0581477972348742
"ENSMUSG00000095224";162.38337877503;0.881312906451664;0.19763874560128;4.45921119247358;8.22618353352395e-06;0.00459089592700082
"ENSMUSG00000095589";16.6768314642997;-4.30287681186792;1.03028500077935;-4.17639469526689;2.9616575227586e-05;0.0127206117987016
"ENSMUSG00000097554";2700.10479700831;-4.63980069051895;0.174073343357072;-26.6542860672323;1.59623490868699e-156;3.20699555504303e-152
"ENSMUSG00000097863";5.27013201786883;5.77606466368032;1.49291113551975;3.86899429326676;0.000109285199681189;0.0354136926902381
"ENSMUSG00000100801";2897.3316188828;-4.53104986485641;0.173974803543863;-26.0442878655932;1.56151257908853e-149;1.56861746132339e-145
"ENSMUSG00000101304";753.904591882554;-1.4356538245664;0.254337239156518;-5.64468588763326;1.65483098596893e-08;2.3748006670787e-05
"ENSMUSG00000101751";10.9195870460957;-3.67996362834036;0.854107879847546;-4.30854663113191;1.64330832383306e-05;0.00825392688353251
"ENSMUSG00000103953";5.93925105740884;-5.0827124092577;1.42228496158599;-3.57362451726267;0.000352073701209825;0.0777309091319406
"ENSMUSG00000107651";29.9895046007604;-5.95750437449934;0.921726942289042;-6.4634156832872;1.0236558463579e-10;2.93803851559667e-07
"ENSMUSG00000107874";50.7070344468429;1.56585529422909;0.43436048609214;3.60496717442418;0.000312192385675852;0.0737912614189828
"ENSMUSG00000108591";45.9773827568016;2.85544808426665;0.568877409312734;5.01944362268901;5.18213509251056e-07;0.000452670765841868
"ENSMUSG00000110899";570.865012166069;-1.00954252493175;0.241788632955916;-4.17531011524359;2.97580386510862e-05;0.0127206117987016
"ENSMUSG00000114051";482.032576820125;0.647269700751993;0.152126960456557;4.25479940445423;2.09236510569677e-05;0.0100089779377509
"ENSMUSG00000114433";661.562704493856;0.607012339073433;0.138556563982314;4.38097136380282;1.18151400189283e-05;0.00630850366779606
